season,round,track,driver,team,grid_pos,qualifying_lap_time,weather,race_incidents,mechanical_failures,odds,team_strength,perf_score,race_id,finishing_pos,top3
2020,13,Monza,Driver_18,Team_1,6,94.15691567878241,Rain,1,0,42.0,1.3927889355973482,2.3836726874836502,2020_13_Monza,1,1
2022,4,Suzuka,Driver_13,Team_8,17,103.0267676751309,Mixed,0,0,19.48,1.156157167762569,7.965773975187131,2022_4_Suzuka,1,1
2024,1,Spa,Driver_2,Team_5,1,109.83511534967928,Rain,1,0,38.31,0.8642461500455028,-0.9668509165063583,2024_1_Spa,1,1
2024,17,Spa,Driver_9,Team_3,19,108.13744156078579,Mixed,0,0,10.73,0.763771158076081,8.919180228116726,2024_17_Spa,1,1
2020,8,Silverstone,Driver_2,Team_7,4,101.95150559838676,Mixed,1,0,29.2,0.708146443337144,4.826237894331035,2020_8_Silverstone,1,1
2022,2,Monaco,Driver_9,Team_7,17,94.22322119154317,Rain,0,0,31.26,0.708146443337144,9.034193874645732,2022_2_Monaco,2,1
2023,8,Circuit of the Americas,Driver_1,Team_9,9,100.79460050356676,Mixed,0,0,35.93,0.6962007892565877,2.5512742529516954,2023_8_Circuit of the Americas,2,1
2019,7,Spa,Driver_11,Team_7,2,103.29152810982717,Mixed,1,0,31.76,0.708146443337144,3.974901089794139,2019_7_Spa,2,1
2022,2,Suzuka,Driver_3,Team_3,8,88.82159682195986,Dry,3,0,30.75,0.763771158076081,9.444152076387134,2022_2_Suzuka,2,1
2020,22,Silverstone,Driver_20,Team_1,15,85.73871221992992,Dry,0,0,21.3,1.3927889355973482,0.08181105960304746,2020_22_Silverstone,1,1
2024,22,Silverstone,Driver_4,Team_8,7,83.8606319994266,Dry,0,0,6.13,1.156157167762569,0.981384104843119,2024_22_Silverstone,1,1
2023,3,Circuit of the Americas,Driver_18,Team_3,6,82.98892213243758,Dry,0,0,7.19,0.763771158076081,-2.1545525602939257,2023_3_Circuit of the Americas,1,1
2022,18,Suzuka,Driver_6,Team_8,1,78.94403741925447,Mixed,0,0,27.16,1.156157167762569,-2.7615330831688496,2022_18_Suzuka,1,1
2019,12,Monaco,Driver_3,Team_8,15,91.99921367294182,Rain,0,0,22.64,1.156157167762569,-0.8048445521502678,2019_12_Monaco,1,1
2019,1,Suzuka,Driver_11,Team_5,7,82.00197759129495,Mixed,2,0,31.94,0.8642461500455028,5.343845284127988,2019_1_Suzuka,2,1
2021,22,Monaco,Driver_15,Team_1,17,83.73182252691694,Mixed,0,0,19.68,1.3927889355973482,3.927961033404251,2021_22_Monaco,1,1
2021,12,Suzuka,Driver_5,Team_10,2,95.61004447341382,Mixed,0,0,41.9,0.784587421284895,-5.63064174080918,2021_12_Suzuka,1,1
2020,5,Suzuka,Driver_20,Team_7,9,91.45287253002807,Rain,0,0,52.11,0.708146443337144,2.5703084152953206,2020_5_Suzuka,1,1
2022,17,Monza,Driver_10,Team_10,9,93.4369995250694,Dry,1,0,19.33,0.784587421284895,9.900861797934144,2022_17_Monza,1,1
2022,16,Silverstone,Driver_12,Team_5,13,100.92119009513665,Mixed,2,0,13.19,0.8642461500455028,7.686266871024552,2022_16_Silverstone,1,1
2024,15,Suzuka,Driver_15,Team_8,6,96.91623926832636,Mixed,1,0,8.74,1.156157167762569,1.72141920998963,2024_15_Suzuka,1,1
2024,15,Circuit of the Americas,Driver_17,Team_9,6,102.1510926516213,Dry,1,0,37.74,0.6962007892565877,10.269951914866086,2024_15_Circuit of the Americas,2,1
2024,5,Suzuka,Driver_10,Team_7,20,90.63981195822457,Mixed,0,0,27.74,0.708146443337144,7.086481433446466,2024_5_Suzuka,1,1
2021,21,Spa,Driver_6,Team_7,20,102.89432473049916,Rain,0,0,12.9,0.708146443337144,14.708824333125879,2021_21_Spa,2,1
2022,14,Silverstone,Driver_18,Team_1,3,92.87789411485969,Mixed,0,0,39.88,1.3927889355973482,-4.143402635827436,2022_14_Silverstone,1,1
2022,2,Spa,Driver_13,Team_4,17,91.34965008876162,Mixed,1,0,10.61,0.8678546757707608,10.993455880570172,2022_2_Spa,3,1
2019,11,Silverstone,Driver_3,Team_2,17,101.69220965021202,Dry,0,1,34.15,1.0188332750856652,31.014124511804066,2019_11_Silverstone,3,1
2021,19,Spa,Driver_10,Team_2,12,83.02277056645364,Mixed,0,0,32.57,1.0188332750856652,2.3109952179976876,2021_19_Spa,1,1
2023,7,Suzuka,Driver_14,Team_2,16,106.1888045403398,Mixed,1,0,44.59,1.0188332750856652,11.522686735588925,2023_7_Suzuka,2,1
2021,6,Suzuka,Driver_6,Team_4,15,87.74319983970172,Rain,3,0,5.2,0.8678546757707608,18.069381938116994,2021_6_Suzuka,1,1
2023,2,Monza,Driver_3,Team_1,13,80.25513622760542,Dry,0,0,53.5,1.3927889355973482,0.48871602483916554,2023_2_Monza,1,1
2019,6,Circuit of the Americas,Driver_16,Team_4,1,95.2280156164469,Dry,0,0,42.77,0.8678546757707608,-4.119003567821252,2019_6_Circuit of the Americas,1,1
2020,18,Spa,Driver_7,Team_2,17,86.98142791905391,Rain,1,0,14.54,1.0188332750856652,9.159652896005852,2020_18_Spa,2,1
2022,2,Monaco,Driver_20,Team_5,3,106.20645673529,Mixed,0,0,12.64,0.8642461500455028,-0.9890476390054324,2022_2_Monaco,1,1
2019,18,Monza,Driver_14,Team_3,15,86.53679344971883,Dry,1,0,27.04,0.763771158076081,6.675036141340406,2019_18_Monza,1,1
2022,15,Spa,Driver_9,Team_8,4,92.5155913388157,Dry,1,0,49.42,1.156157167762569,-0.45527550804062544,2022_15_Spa,1,1
2024,19,Spa,Driver_15,Team_4,4,78.59525347617517,Mixed,1,0,50.89,0.8678546757707608,-7.768080779946775,2024_19_Spa,1,1
2020,2,Monza,Driver_3,Team_1,18,96.50331395917976,Mixed,1,0,32.19,1.3927889355973482,7.763303551313635,2020_2_Monza,1,1
2020,20,Suzuka,Driver_2,Team_1,17,83.78087939312876,Dry,1,0,51.93,1.3927889355973482,10.594855450779786,2020_20_Suzuka,1,1
2019,6,Spa,Driver_2,Team_10,19,95.5465975226608,Mixed,1,0,2.32,0.784587421284895,7.387927439705093,2019_6_Spa,1,1
2020,1,Suzuka,Driver_3,Team_3,11,86.5732380823531,Dry,1,0,4.04,0.763771158076081,6.123175376636057,2020_1_Suzuka,1,1
2023,15,Monza,Driver_18,Team_9,20,73.6245225062176,Mixed,0,0,54.89,0.6962007892565877,17.31848492737108,2023_15_Monza,2,1
2020,10,Suzuka,Driver_14,Team_7,3,91.04952072275107,Mixed,1,0,46.97,0.708146443337144,3.012578073768699,2020_10_Suzuka,1,1
2022,19,Silverstone,Driver_20,Team_2,8,90.69142813662748,Rain,1,0,28.14,1.0188332750856652,8.590045290728135,2022_19_Silverstone,2,1
2022,17,Monaco,Driver_18,Team_9,14,97.0485725889809,Mixed,3,0,45.71,0.6962007892565877,12.824221540423085,2022_17_Monaco,3,1
2022,5,Spa,Driver_10,Team_10,1,102.44800457471364,Rain,0,0,57.43,0.784587421284895,0.0724782023864734,2022_5_Spa,1,1
2022,4,Circuit of the Americas,Driver_2,Team_2,14,105.29927527933438,Mixed,0,0,46.78,1.0188332750856652,1.865164440033297,2022_4_Circuit of the Americas,1,1
2023,10,Monaco,Driver_1,Team_3,2,96.91323370776709,Dry,2,0,50.86,0.763771158076081,6.522602728607788,2023_10_Monaco,1,1
2021,17,Suzuka,Driver_4,Team_10,4,92.22895353652734,Dry,0,0,46.12,0.784587421284895,2.8483866685854218,2021_17_Suzuka,1,1
2024,10,Spa,Driver_14,Team_2,19,78.58133128387628,Mixed,0,0,11.76,1.0188332750856652,9.692387786838228,2024_10_Spa,2,1
2019,17,Suzuka,Driver_1,Team_3,6,91.61616749592005,Mixed,1,0,50.35,0.763771158076081,3.5786555823434423,2019_17_Suzuka,1,1
2022,20,Silverstone,Driver_14,Team_6,1,91.71952135951146,Dry,0,0,13.32,0.6157805971705403,0.18028813939120192,2022_20_Silverstone,1,1
2020,5,Monza,Driver_16,Team_9,17,88.41087792275178,Mixed,1,0,53.77,0.6962007892565877,12.340689418400581,2020_5_Monza,1,1
2022,2,Spa,Driver_14,Team_9,8,95.06374120480646,Rain,1,0,28.6,0.6962007892565877,8.218239844178648,2022_2_Spa,1,1
2020,6,Silverstone,Driver_20,Team_7,19,98.97524568785707,Rain,0,0,41.26,0.708146443337144,9.467471852451663,2020_6_Silverstone,1,1
2024,21,Silverstone,Driver_3,Team_3,1,83.45276855577053,Rain,1,0,30.84,0.763771158076081,4.2436159814407075,2024_21_Silverstone,1,1
2024,2,Spa,Driver_3,Team_4,5,83.32812516640426,Rain,1,0,7.45,0.8678546757707608,7.631105322362456,2024_2_Spa,2,1
2024,13,Suzuka,Driver_9,Team_6,16,88.88566390578697,Rain,0,0,18.86,0.6157805971705403,7.345207952148035,2024_13_Suzuka,1,1
2020,11,Circuit of the Americas,Driver_6,Team_5,6,85.07816647433661,Mixed,0,0,59.06,0.8642461500455028,1.1196517630850995,2020_11_Circuit of the Americas,2,1
2022,11,Silverstone,Driver_13,Team_2,8,76.8699743811211,Mixed,0,0,57.72,1.0188332750856652,-1.4712112392410415,2022_11_Silverstone,1,1
2024,16,Monaco,Driver_2,Team_6,13,82.02725810941638,Rain,1,0,20.59,0.6157805971705403,10.38241414780843,2024_16_Monaco,2,1
2023,11,Silverstone,Driver_8,Team_3,16,80.14143082370047,Mixed,1,0,59.79,0.763771158076081,11.423886009435988,2023_11_Silverstone,1,1
2020,19,Circuit of the Americas,Driver_2,Team_8,3,99.66760406414522,Mixed,0,0,51.04,1.156157167762569,-1.8134746024288335,2020_19_Circuit of the Americas,1,1
2020,15,Suzuka,Driver_4,Team_2,19,103.62261604807422,Rain,1,0,37.44,1.0188332750856652,11.778484908436965,2020_15_Suzuka,2,1
2022,16,Suzuka,Driver_15,Team_1,12,81.23653234164331,Mixed,0,0,4.33,1.3927889355973482,7.626265136068685,2022_16_Suzuka,1,1
2020,11,Monaco,Driver_4,Team_9,16,94.36858810509689,Mixed,1,0,54.28,0.6962007892565877,2.3461994036285674,2020_11_Monaco,1,1
2020,22,Silverstone,Driver_13,Team_3,11,96.988131395758,Mixed,0,0,34.33,0.763771158076081,3.230936203656344,2020_22_Silverstone,2,1
2024,16,Suzuka,Driver_12,Team_1,10,78.06184970672109,Rain,3,0,52.37,1.3927889355973482,8.56612128187144,2024_16_Suzuka,1,1
2022,8,Circuit of the Americas,Driver_13,Team_7,20,91.287831577432,Mixed,0,0,50.4,0.708146443337144,14.655762253725822,2022_8_Circuit of the Americas,3,1
2024,4,Spa,Driver_14,Team_10,4,110.26812932277221,Dry,0,0,50.31,0.784587421284895,2.10829190798671,2024_4_Spa,1,1
2024,8,Monza,Driver_20,Team_5,12,95.41717493086105,Dry,0,0,42.49,0.8642461500455028,6.286170256804175,2024_8_Monza,2,1
2022,4,Monza,Driver_18,Team_5,2,88.03759566933975,Rain,0,0,18.9,0.8642461500455028,2.4190897358686554,2022_4_Monza,1,1
2019,3,Monza,Driver_6,Team_1,19,85.51850779825433,Dry,1,0,21.5,1.3927889355973482,8.606555372568502,2019_3_Monza,1,1
2024,3,Silverstone,Driver_11,Team_9,5,73.82030732223285,Rain,0,0,19.89,0.6962007892565877,2.9523818076464137,2024_3_Silverstone,1,1
2023,18,Monaco,Driver_2,Team_7,8,93.76378924893386,Dry,1,0,3.16,0.708146443337144,4.542245903832886,2023_18_Monaco,1,1
2023,19,Suzuka,Driver_19,Team_8,7,105.58253429803452,Dry,1,0,35.79,1.156157167762569,0.37094586961145914,2023_19_Suzuka,1,1
2020,19,Spa,Driver_19,Team_9,14,83.49164996481663,Dry,2,0,42.53,0.6962007892565877,17.97133001492236,2020_19_Spa,2,1
2023,21,Circuit of the Americas,Driver_5,Team_6,3,74.5153225638635,Rain,2,0,51.52,0.6157805971705403,7.318498654716959,2023_21_Circuit of the Americas,1,1
2020,5,Spa,Driver_19,Team_5,18,84.6862065491742,Rain,2,0,10.13,0.8642461500455028,16.106481165379776,2020_5_Spa,2,1
2019,18,Circuit of the Americas,Driver_2,Team_6,16,97.05279796782567,Mixed,1,0,33.56,0.6157805971705403,8.22162891920781,2019_18_Circuit of the Americas,1,1
2022,10,Silverstone,Driver_10,Team_2,19,86.57199996142332,Rain,2,0,2.46,1.0188332750856652,15.568331561385806,2022_10_Silverstone,3,1
2022,22,Monza,Driver_2,Team_4,19,83.43625525669529,Dry,1,0,7.52,0.8678546757707608,17.06414996689562,2022_22_Monza,4,0
2022,21,Silverstone,Driver_11,Team_3,18,90.15323932046287,Dry,3,0,5.14,0.763771158076081,16.951858790875665,2022_21_Silverstone,1,1
2023,6,Monaco,Driver_18,Team_7,20,91.83760597734285,Rain,1,0,44.08,0.708146443337144,9.528621579325327,2023_6_Monaco,1,1
2019,1,Monaco,Driver_15,Team_9,16,78.89287887382645,Rain,0,0,6.7,0.6962007892565877,8.248782212155923,2019_1_Monaco,1,1
2023,5,Circuit of the Americas,Driver_9,Team_5,8,88.26173042450542,Rain,1,0,43.55,0.8642461500455028,2.1363131426317095,2023_5_Circuit of the Americas,1,1
2023,9,Suzuka,Driver_19,Team_6,1,86.0218590886213,Mixed,0,0,16.48,0.6157805971705403,-5.431861893493343,2023_9_Suzuka,1,1
2019,12,Suzuka,Driver_9,Team_10,17,84.87276520601534,Dry,0,0,52.91,0.784587421284895,5.770221113473475,2019_12_Suzuka,1,1
2019,14,Circuit of the Americas,Driver_3,Team_2,12,81.86370664486842,Mixed,0,0,49.16,1.0188332750856652,2.2653143731410323,2019_14_Circuit of the Americas,1,1
2019,2,Monaco,Driver_9,Team_3,11,97.53006283835838,Mixed,1,0,57.55,0.763771158076081,4.769996082733888,2019_2_Monaco,4,0
2019,17,Monaco,Driver_14,Team_3,5,84.84490456961578,Dry,1,0,53.26,0.763771158076081,7.857442647427591,2019_17_Monaco,4,0
2022,14,Monaco,Driver_19,Team_9,12,74.04043771349372,Dry,0,0,56.13,0.6962007892565877,10.86863482190536,2022_14_Monaco,3,1
2021,13,Silverstone,Driver_7,Team_7,17,92.11438257580346,Rain,0,0,51.81,0.708146443337144,10.355819483452645,2021_13_Silverstone,2,1
2021,9,Monaco,Driver_16,Team_8,6,95.80159578138547,Rain,3,0,42.22,1.156157167762569,9.887832553124046,2021_9_Monaco,2,1
2019,15,Spa,Driver_16,Team_10,1,83.63187147827298,Mixed,1,0,11.88,0.784587421284895,0.9235559850076507,2019_15_Spa,1,1
2021,22,Monza,Driver_1,Team_9,5,85.52269848172827,Rain,2,0,17.76,0.6962007892565877,4.5404515810124355,2021_22_Monza,1,1
2021,15,Monaco,Driver_4,Team_6,14,84.80757023657301,Rain,1,0,14.34,0.6157805971705403,14.825979112099665,2021_15_Monaco,3,1
2019,11,Circuit of the Americas,Driver_4,Team_4,5,87.22677310855912,Dry,1,0,37.01,0.8678546757707608,3.2167015920463453,2019_11_Circuit of the Americas,1,1
2021,16,Monza,Driver_7,Team_1,1,98.85480145751858,Dry,2,0,31.21,1.3927889355973482,0.22539493496413,2021_16_Monza,2,1
2023,17,Silverstone,Driver_8,Team_8,18,89.08752662102115,Rain,1,0,52.29,1.156157167762569,12.845234565617185,2023_17_Silverstone,1,1
2020,4,Circuit of the Americas,Driver_17,Team_7,16,96.71674836533764,Dry,0,0,57.26,0.708146443337144,7.772850180979791,2020_4_Circuit of the Americas,1,1
2020,1,Monza,Driver_5,Team_2,9,82.24934694762598,Rain,0,0,25.48,1.0188332750856652,4.882703292798629,2020_1_Monza,2,1
2019,8,Circuit of the Americas,Driver_7,Team_8,19,86.93047664335212,Dry,0,0,31.37,1.156157167762569,6.128577574447568,2019_8_Circuit of the Americas,1,1
2022,17,Silverstone,Driver_20,Team_5,5,97.63211052677845,Dry,1,0,58.35,0.8642461500455028,6.684322236669074,2022_17_Silverstone,1,1
2019,3,Spa,Driver_20,Team_7,2,83.55515681258993,Dry,0,0,18.02,0.708146443337144,2.26967257039017,2019_3_Spa,1,1
2022,20,Silverstone,Driver_4,Team_4,15,98.09709168726825,Dry,0,0,47.96,0.8678546757707608,10.59715372086184,2022_20_Silverstone,2,1
2020,15,Silverstone,Driver_6,Team_5,7,84.9729272720389,Rain,0,0,15.06,0.8642461500455028,-0.5500467235672155,2020_15_Silverstone,2,1
2019,15,Circuit of the Americas,Driver_7,Team_8,4,87.42669987953265,Mixed,0,0,41.52,1.156157167762569,-1.8813701503591616,2019_15_Circuit of the Americas,1,1
2024,22,Suzuka,Driver_18,Team_1,1,103.3613006987914,Dry,1,0,16.71,1.3927889355973482,4.5465915727978325,2024_22_Suzuka,2,1
2023,14,Monaco,Driver_5,Team_1,13,86.51344818267015,Rain,2,0,53.26,1.3927889355973482,7.827088048353305,2023_14_Monaco,1,1
2021,14,Monaco,Driver_20,Team_4,20,91.16276642200508,Rain,1,0,34.57,0.8678546757707608,14.917059343683729,2021_14_Monaco,2,1
2022,2,Spa,Driver_3,Team_3,7,94.9314913801739,Dry,0,0,12.78,0.763771158076081,9.151469090088838,2022_2_Spa,2,1
2024,13,Spa,Driver_7,Team_10,15,91.81206919737609,Mixed,0,0,15.01,0.784587421284895,1.36618068992066,2024_13_Spa,1,1
2021,14,Monaco,Driver_14,Team_2,14,92.04042679111662,Dry,0,0,30.64,1.0188332750856652,4.30797524647928,2021_14_Monaco,1,1
2021,19,Suzuka,Driver_7,Team_3,19,89.54768204814613,Rain,1,0,57.77,0.763771158076081,12.377708402258149,2021_19_Suzuka,1,1
2019,7,Monaco,Driver_5,Team_1,20,79.58208632786942,Mixed,0,0,46.64,1.3927889355973482,1.2310610707489582,2019_7_Monaco,1,1
2021,3,Suzuka,Driver_5,Team_1,18,92.78631464079807,Rain,1,0,30.32,1.3927889355973482,7.32386796088759,2021_3_Suzuka,1,1
2023,15,Spa,Driver_2,Team_6,10,84.14025234390677,Dry,1,0,21.59,0.6157805971705403,4.689758229863235,2023_15_Spa,1,1
2024,14,Monza,Driver_6,Team_5,9,96.20613773922541,Mixed,0,0,33.86,0.8642461500455028,5.575948409609525,2024_14_Monza,1,1
2021,11,Circuit of the Americas,Driver_15,Team_8,8,100.97649139159748,Rain,0,0,45.4,1.156157167762569,-4.1591980763636895,2021_11_Circuit of the Americas,1,1
2019,15,Spa,Driver_10,Team_2,10,75.55554190866388,Rain,0,0,47.47,1.0188332750856652,8.084912328686592,2019_15_Spa,2,1
2023,13,Spa,Driver_7,Team_4,17,100.99046261941683,Rain,1,0,20.83,0.8678546757707608,12.950228113308366,2023_13_Spa,3,1
2020,18,Silverstone,Driver_5,Team_8,2,86.71153766506366,Dry,0,0,43.83,1.156157167762569,-6.008019826192687,2020_18_Silverstone,1,1
2024,6,Silverstone,Driver_1,Team_6,6,88.95240622252422,Mixed,2,0,40.15,0.6157805971705403,11.379403503213716,2024_6_Silverstone,2,1
2021,3,Silverstone,Driver_13,Team_1,5,82.70090037990089,Dry,0,0,57.63,1.3927889355973482,-0.5189876498361901,2021_3_Silverstone,1,1
2019,19,Circuit of the Americas,Driver_18,Team_4,9,91.50774183253021,Dry,1,0,56.0,0.8678546757707608,5.774578583424776,2019_19_Circuit of the Americas,2,1
2020,15,Silverstone,Driver_13,Team_1,5,90.53451906541925,Dry,1,0,47.78,1.3927889355973482,-1.3176249444059551,2020_15_Silverstone,1,1
2020,5,Suzuka,Driver_18,Team_2,18,98.6153826023428,Mixed,0,0,43.96,1.0188332750856652,9.321131122640981,2020_5_Suzuka,2,1
2022,10,Monaco,Driver_5,Team_5,20,84.06885378695794,Dry,0,0,17.89,0.8642461500455028,9.728907422755432,2022_10_Monaco,1,1
2023,7,Monza,Driver_13,Team_8,9,103.28641921550327,Dry,1,0,51.07,1.156157167762569,2.6172210087016667,2023_7_Monza,1,1
2021,17,Spa,Driver_4,Team_8,17,95.31771269047111,Dry,0,0,26.8,1.156157167762569,2.2958031327080572,2021_17_Spa,1,1
2019,7,Suzuka,Driver_17,Team_3,17,90.72775181420327,Dry,1,0,17.79,0.763771158076081,8.64393218339226,2019_7_Suzuka,2,1
2022,22,Monza,Driver_3,Team_4,12,88.55372508883607,Rain,1,0,24.28,0.8678546757707608,6.121907556011242,2022_22_Monza,2,1
2023,12,Suzuka,Driver_17,Team_10,7,87.5474444229292,Dry,1,0,50.48,0.784587421284895,8.515473634608533,2023_12_Suzuka,1,1
2022,17,Suzuka,Driver_11,Team_6,3,88.06924980474795,Rain,1,0,10.62,0.6157805971705403,6.064758859513981,2022_17_Suzuka,2,1
2024,13,Spa,Driver_20,Team_10,10,91.3472156554838,Dry,0,0,28.46,0.784587421284895,2.553804603742975,2024_13_Spa,2,1
2023,20,Monaco,Driver_4,Team_3,2,88.32800031445014,Mixed,0,0,30.56,0.763771158076081,-2.0858776631685814,2023_20_Monaco,1,1
2023,4,Silverstone,Driver_2,Team_2,3,84.8757643479401,Rain,0,0,4.12,1.0188332750856652,1.377405750185574,2023_4_Silverstone,1,1
2021,10,Circuit of the Americas,Driver_20,Team_6,16,91.39567435869363,Rain,0,0,13.35,0.6157805971705403,9.151050749596958,2021_10_Circuit of the Americas,1,1
2023,3,Monaco,Driver_16,Team_5,2,83.3096950501969,Rain,0,0,49.95,0.8642461500455028,-0.6947925696006767,2023_3_Monaco,1,1
2022,9,Circuit of the Americas,Driver_18,Team_10,10,92.57973520801397,Rain,1,0,50.18,0.784587421284895,4.818531381252848,2022_9_Circuit of the Americas,1,1
2023,13,Spa,Driver_8,Team_5,6,88.21546371615406,Mixed,1,0,18.96,0.8642461500455028,3.6728219529511295,2023_13_Spa,1,1
2021,18,Spa,Driver_3,Team_10,11,95.57384727385475,Dry,2,0,52.74,0.784587421284895,10.601324840709882,2021_18_Spa,1,1
2021,15,Spa,Driver_9,Team_5,7,97.91259368556382,Rain,1,0,46.76,0.8642461500455028,4.563445882562629,2021_15_Spa,2,1
2024,4,Monza,Driver_20,Team_10,15,97.9094444827579,Mixed,1,0,26.24,0.784587421284895,12.23745551879827,2024_4_Monza,2,1
2022,15,Circuit of the Americas,Driver_6,Team_5,6,92.54484044842101,Rain,2,0,45.41,0.8642461500455028,9.425727576989056,2022_15_Circuit of the Americas,3,1
2020,22,Monaco,Driver_10,Team_3,20,93.47864976613477,Dry,0,0,57.76,0.763771158076081,7.293843700843681,2020_22_Monaco,1,1
2020,2,Monaco,Driver_10,Team_7,9,87.41799179105251,Rain,1,0,28.62,0.708146443337144,5.106984071882699,2020_2_Monaco,2,1
2023,15,Suzuka,Driver_13,Team_6,20,95.42111750786678,Mixed,1,0,15.83,0.6157805971705403,11.767398764643747,2023_15_Suzuka,1,1
2024,8,Suzuka,Driver_17,Team_4,12,96.32401088529379,Dry,2,0,56.63,0.8678546757707608,14.952784137182714,2024_8_Suzuka,1,1
2019,8,Suzuka,Driver_9,Team_2,19,77.46136677180378,Mixed,0,1,37.02,1.0188332750856652,34.61553254930527,2019_8_Suzuka,5,0
2023,17,Spa,Driver_17,Team_9,20,93.02677756485811,Dry,2,0,8.11,0.6962007892565877,14.988667479603487,2023_17_Spa,2,1
2024,12,Monaco,Driver_9,Team_1,3,100.94503846167093,Dry,0,0,35.22,1.3927889355973482,-3.6463296454239713,2024_12_Monaco,1,1
2022,19,Circuit of the Americas,Driver_9,Team_4,15,87.14967764316172,Dry,2,0,31.03,0.8678546757707608,14.930664667601423,2022_19_Circuit of the Americas,2,1
2022,10,Spa,Driver_1,Team_1,2,85.40362419092897,Rain,0,0,51.62,1.3927889355973482,-6.17750543185733,2022_10_Spa,1,1
2022,9,Monza,Driver_2,Team_6,2,86.64109231130945,Mixed,1,0,32.78,0.6157805971705403,5.448643843120918,2022_9_Monza,2,1
2022,5,Suzuka,Driver_16,Team_4,3,77.96099205736698,Mixed,0,1,16.8,0.8678546757707608,18.9573386731069,2022_5_Suzuka,4,0
2022,6,Spa,Driver_1,Team_5,6,91.00787163559129,Mixed,1,0,41.19,0.8642461500455028,-1.132292426365578,2022_6_Spa,1,1
2024,20,Spa,Driver_10,Team_5,15,90.23972352077801,Dry,1,0,33.47,0.8642461500455028,5.582262979072962,2024_20_Spa,2,1
2024,2,Monza,Driver_18,Team_9,10,91.5762146630184,Rain,2,0,15.52,0.6962007892565877,9.336958145225054,2024_2_Monza,1,1
2021,13,Silverstone,Driver_8,Team_1,9,93.32781296974241,Dry,1,0,35.27,1.3927889355973482,6.971457245780643,2021_13_Silverstone,1,1
2020,6,Monaco,Driver_11,Team_2,1,83.6160527825482,Mixed,2,0,49.65,1.0188332750856652,0.5005508850557039,2020_6_Monaco,1,1
2022,5,Circuit of the Americas,Driver_2,Team_6,16,92.18559359217635,Rain,0,0,3.66,0.6157805971705403,6.762507082066929,2022_5_Circuit of the Americas,1,1
2019,1,Silverstone,Driver_8,Team_5,6,93.54558927932584,Rain,0,0,38.59,0.8642461500455028,1.783053715706795,2019_1_Silverstone,1,1
2024,21,Suzuka,Driver_8,Team_7,9,86.09286615346375,Rain,1,0,22.28,0.708146443337144,1.5748302382005308,2024_21_Suzuka,1,1
2019,22,Spa,Driver_17,Team_3,4,93.36094398601578,Mixed,0,1,18.97,0.763771158076081,21.344022932512857,2019_22_Spa,3,1
2019,21,Monza,Driver_15,Team_3,2,90.64565301109393,Rain,0,0,24.77,0.763771158076081,-5.437162988455833,2019_21_Monza,1,1
2019,6,Monza,Driver_17,Team_10,4,84.95048184445295,Rain,0,0,21.84,0.784587421284895,1.8776251588499426,2019_6_Monza,1,1
2021,6,Monaco,Driver_13,Team_2,1,92.26230957186941,Dry,1,0,50.27,1.0188332750856652,-2.0752544307031227,2021_6_Monaco,1,1
